FilePath,Severity,Control name,Failed resources,All Resources,Compliance score
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-details-v2.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\jaeger-operator\config\default\manager_auth_proxy_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\litmus-metrics\chaos-exporter\chaos-exporter.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\security\spire\spire-quickstart.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\open-telemetry\loki\otel.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\default\manager_config_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-rollouts\manifests\namespace-install\add-namespaced-flag.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\grafana\deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-details-dualstack.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\flux2\manifests\integrations\registry-credentials-sync\azure\reconcile-patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-iscsi-selinux-workaround.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\helloworld\helloworld-dual-stack.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\ha\base\overlays\argocd-repo-server-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\namespace-install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-cluster-scope.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\jwt-server\jwt-server.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\logging-operator\config\samples\mulitenant-hard\logging\receiver-infra.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kadalu\extras\sample-app\sample-app.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\dubbo-admin\kubernetes\zookeeper\statefulset.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\cluster\3b_agents_deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\seldon-core\notebooks\resources\ambassador-rbac.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-details.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\ha\namespace-install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\ha\base\controller-deployment\argocd-server-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-namespaced-scope.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\enterprise-postgres\kong-enterprise-job.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\sleep\notsleep.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\longhorn\deploy\longhorn.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\ha\base\redis-ha\chart\upstream.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\cluster\2c_litmus_deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\cluster-monitoring\manifests\kube-state-metrics-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\flux2\manifests\integrations\registry-credentials-sync\_base\sync.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\base\application-controller\argocd-application-controller-statefulset.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\node-exporter\daemonset.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\sleep\sleep.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\httpbin\httpbin-vault.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\longhorn\deploy\longhorn.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\konnect\debug\manager_debug.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\flux2\manifests\integrations\eventhub-credentials-sync\azure\reconcile-patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\addons\extras\zipkin.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\user-db.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-ratings.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\nacos-k8s\deploy\nacos\nacos-pvc-nfs.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-without-resources.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-psa.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\seldon-core\operator\config\lite\manager_webhook_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\seldon-core\operator\config\openshift\patch_manager_webhook.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\user-load.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\logging-operator\config\default\manager_image_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters\node-exporter\daemonset.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\seldon-core\operator\config\spartakus\spartakus-volunteer-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\namespace\2b_litmus_deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\ambient-argo\application\reviews.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters\litmus-metrics\chaos-exporter\chaos-exporter.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-ratings-v2-mysql-vm.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\default\manager_auth_proxy_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\example-voting-app\k8s-specifications\db-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\tcp-echo\tcp-echo-ipv6.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-without-resources.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-cluster-scope.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\core-install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\pyrra\examples\openshift\manifests\pyrra-apiDeployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\example-voting-app\k8s-specifications\redis-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\namespace-install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\migration.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kadalu\manifests\csi-nodeplugin.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\core-install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\longhorn\uninstall\uninstall.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\mongodb-enterprise.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\kong-ingress-postgres.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\flux2\manifests\integrations\registry-credentials-sync\gcp\reconcile-patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-psa.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\longhorn\deploy\longhorn.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-namespaced-scope.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-namespaced-scope.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\secrets-store-csi-driver\manifest_staging\deploy\secrets-store-csi-driver-windows.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\ha\base\overlays\argocd-application-controller-statefulset.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\graphql\server\manifests\namespace\3b_agents_deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\upgrade-agents\control-plane\upgrade-agent.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\grafana-operator\config\default\manager_config_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\nacos-k8s\operator\chart\nacos-operator\nacos-operator-all.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\nacos-k8s\deploy\nacos\nacos-pvc-ceph.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-cifs-installation.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\secrets-store-csi-driver\.local\debug-driver.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kadalu\manifests\csi-nodeplugin-rke.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_prometheus_metrics_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kadalu\manifests\csi-nodeplugin-microk8s.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\prometheus\prometheus-operator\deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\helloworld\helloworld.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-ratings-v2.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\mysql-operator\config\default\manager_webhook_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\postgres.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\postgres-operator\config\manager\manager.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\addons\prometheus.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\samples\ops-manager\ops-manager-remote-mode.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters-with-service-monitors\mysqld-exporter\deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\addons\loki.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\VictoriaMetrics_operator\config\deployments\webhook\manager_webhook_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-dualstack.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\secrets-store-csi-driver\deploy\secrets-store-csi-driver.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\seldon-core\operator\config\controllerid\patch_manager_id.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kuberay\apiserver\deploy\base\secure\apiserver.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\ha\namespace-install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\sleep\sleep-vault.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\metrics-exporters\prometheus-blackbox-exporter-metrics\deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\carts-db.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\nacos-k8s\deploy\nfs\deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\logging-operator\config\default\manager_webhook_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\websockets\app.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\tcp-echo\tcp-echo-dual-stack.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\mysql-operator\config\default\manager_auth_proxy_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\mongodb-enterprise-kubernetes\multi_cluster_verify\sample-service.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\enterprise\kong-enterprise.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\05-prometheus-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\ambient-argo\application\reviews.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubeeye\config\default\manager_config_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\cluster-monitoring\manifests\grafana-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\ratelimit\rate-limit-service.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-mysql.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw-postgres\base\manager_multi_gateway_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\logging-operator\config\default\manager_auth_proxy_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-dualstack.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-psa.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\postgres\wait\kong-ingress-postgres.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\monitoring\utils\prometheus\prometheus-scrape-configuration\prometheus-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\konnect\base\manager.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\tcp-echo\tcp-echo-ipv4.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\postgres-operator\installers\olm\config\redhat\related-images.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kuma\pkg\plugins\resources\k8s\native\config\default\manager_auth_proxy_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kuberay\ray-operator\config\samples\ray-service.high-availability.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\tcp-echo\tcp-echo-services.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kuberay\ray-operator\config\default-with-webhooks\manager_webhook_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\pyrra\examples\kubernetes\manifests\pyrra-apiDeployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\ha\install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\logging-operator\config\default\manager_prometheus_metrics_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\base\manager_multi_gateway_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\bookinfo\platform\kube\bookinfo-dualstack.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\seldon-core\operator\config\manager\manager.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubeeye\deploy\kubeeye.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\longhorn\deploy\prerequisite\longhorn-spdk-setup.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\sock-shop\orders-db.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\base\application-controller-deployment\argocd-application-controller-statefulset.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubeeye\config\default\manager_auth_proxy_patch.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\dex-server\dex-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\chaoscenter\manifests\litmus-cluster-scope.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\pyrra\examples\kubernetes\manifests\pyrra-kubernetesDeployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\helloworld\helloworld-dual-stack.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\seldon-core\operator\config\openshift\patch_manager_env.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\namespace-install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\litmus\demo\sample-applications\sock-shop\deploy\monitoring\07-grafana-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-cd\manifests\ha\install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\shifu\pkg\telemetryservice\install\telemetryservice_install.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\kubernetes-ingress-controller\config\variants\multi-gw\debug\manager_debug.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\argo-rollouts\manifests\dashboard-install\dashboard-deployment.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\istio\samples\addons\extras\skywalking.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\longhorn\dev\upgrade-responder\manifests\influxdb.yaml,Medium,Configured liveness probe,299,385,22.337662
assets\project-yamls\YAMLfiles\repos\secrets-store-csi-driver\manifest_staging\deploy\secrets-store-csi-driver.yaml,Medium,Configured liveness probe,299,385,22.337662
